Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,16428,0,1100,1150.024716636977,133.3483001217246,2203.070899937302,10554.833820306792,27.43021229978255,0.0,1100,1200,1300,1300,1400,1400,1500,1600,1900,2100,2200
POST,/cart,6036,0,1400,1410.1504700619346,328.60950008034706,3185.294199967757,18073.247349237907,10.078449077275838,0.0,1400,1500,1600,1600,1800,1900,2100,2300,2700,3200,3200
POST,/cart/checkout,3499,0,700,746.8182802802922,280.1409000530839,2411.3726001232862,6804.043440983138,5.842361385253175,0.0,700,780,790,800,890,1000,1400,1700,2200,2400,2400
GET,/product/0PUK6V6EV0,2600,0,900,909.2638381168497,269.1292997915298,2099.536799825728,8006.555769230769,4.341280251974351,0.0,900,930,990,1000,1100,1200,1400,1600,2000,2100,2100
GET,/product/1YMWWN1N4O,2226,0,890,906.7659992381582,55.30090001411736,2203.0448000878096,8028.884995507637,3.7168037849595787,0.0,890,960,990,1000,1100,1100,1300,1400,1900,2200,2200
GET,/product/2ZYFJ3GM2N,2274,0,890,911.5970414259865,288.1439998745918,2005.7326999958605,8020.806068601583,3.7969504973037207,0.0,900,970,990,1000,1100,1200,1300,1600,2000,2000,2000
GET,/product/66VCHSJNUP,2306,0,890,905.1386474424542,129.34230011887848,2188.9841998927295,7987.959236773634,3.8503816388664815,0.0,890,930,990,1000,1100,1200,1300,1400,2000,2200,2200
GET,/product/L9ECAV7KIM,2394,0,900,911.815225396075,163.3760998956859,2074.5798000134528,7996.292815371763,3.997317278164075,0.0,900,970,990,1000,1100,1100,1300,1600,2000,2100,2100
GET,/product/OLJCESPC7Z,2297,0,900,916.5865757948004,196.95480004884303,2014.8666000459343,8028.938615585546,3.835354130301955,0.0,900,940,990,1000,1100,1200,1500,1700,2000,2000,2000
,Aggregated,40060,0,1100,1069.6067135726034,55.30090001411736,3185.294199967757,10464.971692461308,66.88911034388173,0.0,1100,1200,1200,1300,1400,1600,1800,1900,2400,2700,3200
