Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,15888,0,1200,1191.8678903080868,117.923199897632,2768.5589001048356,10554.748678247734,26.528319786574148,0.0,1200,1200,1300,1300,1400,1500,1600,1800,2200,2600,2800
POST,/cart,5891,0,1400,1446.9502473102532,327.0803999621421,3309.5604002010077,18076.177049736885,9.836249487834108,0.0,1400,1500,1600,1700,1800,2000,2100,2300,3000,3300,3300
POST,/cart/checkout,3390,0,710,762.8222476395676,289.19450007379055,2407.3626999743283,6804.97994100295,5.660309924250148,0.0,710,790,800,820,900,1100,1400,1600,2200,2400,2400
GET,/product/0PUK6V6EV0,2496,0,910,948.4368383010195,302.27630003355443,2598.996500018984,8006.814503205128,4.167591023872676,0.0,910,990,1000,1000,1100,1200,1500,1700,2300,2600,2600
GET,/product/1YMWWN1N4O,2178,0,910,948.782428559553,56.047100108116865,2787.4817999545485,8026.744260789716,3.6366238982350514,0.0,910,990,1000,1000,1100,1200,1500,1800,2200,2800,2800
GET,/product/2ZYFJ3GM2N,2204,0,910,948.7343275850468,375.55010011419654,2509.1999999713153,8021.4950090744105,3.680036304733725,0.0,910,990,1000,1100,1100,1200,1400,1700,2300,2500,2500
GET,/product/66VCHSJNUP,2247,0,900,946.5734688896714,131.06540008448064,2201.61350001581,7984.488206497553,3.751833746250762,0.0,900,990,1000,1100,1100,1200,1500,1700,2100,2200,2200
GET,/product/L9ECAV7KIM,2319,0,910,953.2899609729752,267.03720004297793,2418.97360002622,7994.7425614489,3.872052718093243,0.0,910,990,1000,1000,1100,1200,1500,1800,2200,2400,2400
GET,/product/OLJCESPC7Z,2230,0,900,943.72761829562,298.8158999942243,2607.109900098294,8025.592376681614,3.7234487112323986,0.0,900,990,1000,1000,1100,1200,1500,1600,2100,2600,2600
,Aggregated,38843,0,1100,1107.3616326315703,56.047100108116865,3309.5604002010077,10472.263857065624,64.85646560107627,0.0,1100,1200,1300,1300,1500,1600,1800,2000,2400,3000,3300
