Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,14955,0,900,909.995181859754,104.38799997791648,1962.792599806562,10556.551454363089,24.969107225352648,0.0,900,970,990,1000,1100,1200,1300,1400,1600,1900,2000
POST,/cart,5767,0,1100,1129.0438612800697,268.0317999329418,2893.55819998309,18141.59597711115,9.628675450926695,0.0,1100,1200,1300,1300,1400,1600,1700,1900,2400,2900,2900
POST,/cart/checkout,3155,0,590,619.1343537584927,217.55059994757175,2215.779700083658,6804.947385103011,5.267638468471254,0.0,590,610,680,690,760,920,1300,1500,2000,2200,2200
GET,/product/0PUK6V6EV0,2413,0,700,727.0159174878631,291.2635998800397,1796.1089999880642,8011.3750518027355,4.02878339918261,0.0,700,770,790,800,890,980,1100,1300,1700,1800,1800
GET,/product/1YMWWN1N4O,2065,0,700,726.6320926401106,60.35559996962547,1777.1775999572128,8034.852784503632,3.4477570324542435,0.0,700,770,790,800,890,980,1200,1300,1600,1800,1800
GET,/product/2ZYFJ3GM2N,1986,0,700,730.6095456666044,282.74739999324083,1880.303799873218,8028.818731117824,3.315857368742919,0.0,700,780,790,800,890,990,1200,1400,1700,1900,1900
GET,/product/66VCHSJNUP,2119,0,700,727.0778837649361,122.91159993037581,1772.979100001976,7993.543180745634,3.5379162962569213,0.0,700,780,790,800,890,990,1200,1300,1700,1800,1800
GET,/product/L9ECAV7KIM,2130,0,700,723.4052540852465,215.31539992429316,1803.013099823147,8003.777464788733,3.556282072216726,0.0,700,770,790,800,890,980,1200,1300,1700,1800,1800
GET,/product/OLJCESPC7Z,2097,0,700,728.7760244162365,234.53149991109967,1675.4576999228448,8034.204577968527,3.5011847443373116,0.0,700,770,790,800,890,990,1200,1300,1600,1700,1700
,Aggregated,36687,0,810,855.5916964269896,60.35559996962547,2893.55819998309,10539.650666448606,61.25320205794132,0.0,810,900,990,1000,1100,1300,1500,1600,2100,2600,2900
