Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18624,0,2400,2397.381132361656,88.2331000175327,3996.866300003603,10551.279639175258,31.091913987994264,0.0,2400,2500,2600,2600,2800,2900,3100,3200,3500,3700,4000
POST,/cart,6846,0,2900,2924.2776214142245,335.40660003200173,5428.213500184938,17999.542944785277,11.429083073550727,0.0,2900,3100,3300,3400,3600,3900,4100,4300,5000,5400,5400
POST,/cart/checkout,3963,0,1500,1485.0349026237345,367.2592998482287,3270.0460001360625,6804.090587938431,6.616046774829321,0.0,1500,1600,1600,1700,1800,1900,2100,2200,3100,3300,3300
GET,/product/0PUK6V6EV0,2738,0,1900,1916.3398211447752,231.1467998661101,4008.69799987413,7931.764061358656,4.570965447762473,0.0,1900,2000,2100,2100,2300,2400,2500,2700,3200,4000,4000
GET,/product/1YMWWN1N4O,2731,0,1900,1921.249820577463,79.56789992749691,3816.999400034547,7943.704137678506,4.559279268750662,0.0,1900,2000,2100,2100,2300,2400,2600,2700,3400,3800,3800
GET,/product/2ZYFJ3GM2N,2490,0,1900,1932.366958755465,397.0728002022952,4109.286299906671,7943.546586345382,4.15694081991547,0.0,1900,2000,2100,2100,2300,2400,2600,2800,3500,4100,4100
GET,/product/66VCHSJNUP,2627,0,1900,1923.1025191840404,89.56169988960028,3807.616699952632,7912.212790255044,4.385656037718048,0.0,1900,2000,2100,2100,2300,2400,2600,2700,3700,3800,3800
GET,/product/L9ECAV7KIM,2777,0,1900,1919.4645235857595,214.55139992758632,3474.6665998827666,7912.864602088584,4.636074159399703,0.0,1900,2000,2100,2100,2300,2400,2500,2700,3300,3500,3500
GET,/product/OLJCESPC7Z,2617,0,1900,1928.5530605274944,147.34379993751645,3414.943999843672,7949.4596866641195,4.368961496272605,0.0,1900,2000,2100,2100,2300,2400,2600,2800,3300,3400,3400
,Aggregated,45413,0,2200,2230.3846079600776,79.56789992749691,5428.213500184938,10425.440182326647,75.81492106619328,0.0,2200,2400,2500,2600,2900,3200,3500,3800,4400,5100,5400
