Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,19082,0,2600,2617.1522570431694,81.27130009233952,4298.298800131306,10551.056388219264,31.84426647204665,0.0,2600,2700,2800,2900,3100,3200,3400,3500,3900,4300,4300
POST,/cart,7023,0,3100,3136.2962055682265,245.08799985051155,6241.400700062513,17994.12473302008,11.720065162623605,0.0,3100,3300,3500,3600,3900,4100,4400,4600,5300,6200,6200
POST,/cart/checkout,4055,0,1600,1610.2903244381314,313.52970004081726,3613.019400043413,6804.358569667078,6.767031786193752,0.0,1600,1700,1800,1800,2000,2100,2300,2400,3000,3600,3600
GET,/product/0PUK6V6EV0,2792,0,2100,2075.788302256584,252.3992001079023,3721.8059999868274,7918.223137535817,4.659322502355846,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3200,3700,3700
GET,/product/1YMWWN1N4O,2840,0,2100,2065.4890839067043,56.211400078609586,3212.9085001070052,7928.691197183099,4.739425468012394,0.0,2100,2200,2300,2300,2500,2600,2700,2900,3200,3200,3200
GET,/product/2ZYFJ3GM2N,2602,0,2100,2079.3381691011036,403.2531001139432,3309.491900028661,7930.313604919293,4.3422482632986785,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3200,3300,3300
GET,/product/66VCHSJNUP,2673,0,2100,2073.139793977223,115.82649988122284,3705.7052000891417,7902.808829031052,4.4607338999989885,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3200,3700,3700
GET,/product/L9ECAV7KIM,2851,0,2000,2064.479810593327,316.54729996807873,3201.229600002989,7902.091196071554,4.7577823976420195,0.0,2000,2200,2200,2300,2500,2600,2800,2900,3200,3200,3200
GET,/product/OLJCESPC7Z,2691,0,2100,2077.8819989583126,183.8520998135209,3314.3979001324624,7933.871794871795,4.490772512120194,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3200,3300,3300
,Aggregated,46609,0,2400,2415.5716236970316,56.211400078609586,6241.400700062513,10417.786843742624,77.78164846429213,0.0,2400,2600,2800,2800,3100,3400,3800,4000,4800,5600,6200
