Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,13229,0,600,637.8732415372385,79.85529978759587,2006.785900099203,10557.806636934009,22.089956277383685,0.0,600,680,690,700,790,880,1000,1200,1500,1900,2000
POST,/cart,5365,0,780,797.4561091896949,241.5398999582976,2189.3754000775516,18148.112581547066,8.958546785710444,0.0,780,810,890,900,1000,1100,1300,1500,1800,2200,2200
POST,/cart/checkout,2895,0,410,455.677769740236,220.68340005353093,1797.7185999043286,6804.1419689119175,4.834108656967705,0.0,410,480,490,500,570,610,980,1200,1700,1800,1800
GET,/product/0PUK6V6EV0,2249,0,490,517.7210044466115,272.91929977945983,1578.8329998031259,8015.927078701645,3.7554094540657577,0.0,490,510,570,590,610,710,900,1100,1400,1600,1600
GET,/product/1YMWWN1N4O,1709,0,490,509.4427366299863,198.150800075382,1701.086799846962,8035.655354008192,2.853710429968155,0.0,490,510,560,580,600,690,800,1000,1400,1700,1700
GET,/product/2ZYFJ3GM2N,1789,0,490,522.5846956398384,225.00109998509288,1516.0292000509799,8030.200111794298,2.987295470575207,0.0,490,510,570,590,620,770,1000,1200,1500,1500,1500
GET,/product/66VCHSJNUP,1866,0,490,517.3888376231195,182.63509985990822,1572.3103999625891,7993.8863879957125,3.1158710721594947,0.0,490,510,570,590,610,760,920,1100,1500,1600,1600
GET,/product/L9ECAV7KIM,1882,0,490,515.3465194997054,212.64029992744327,1605.3457998204976,8007.503719447396,3.1425880802809054,0.0,490,510,570,590,610,700,930,1100,1500,1600,1600
GET,/product/OLJCESPC7Z,1873,0,490,515.0417117997397,185.72019995190203,1611.4554000087082,8038.124933262146,3.127559763212612,0.0,490,510,560,580,610,700,890,1100,1600,1600,1600
,Aggregated,32857,0,590,605.8332569863907,79.85529978759587,2189.3754000775516,10588.32954925891,54.865045990323964,0.0,590,620,690,700,810,920,1100,1200,1600,1900,2200
