Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18545,0,2400,2425.648288557481,97.7116001304239,4286.6795000154525,10551.237799946077,30.96684994059933,0.0,2400,2500,2600,2700,2800,2900,3100,3200,3700,4300,4300
POST,/cart,6813,0,2900,2922.2535316888875,254.41080005839467,5417.022300185636,17998.699398209304,11.376497635227999,0.0,2900,3100,3200,3400,3600,3800,4100,4200,5100,5400,5400
POST,/cart/checkout,3941,0,1500,1495.935470565886,352.8050999157131,2892.51170004718,6804.256026389241,6.580768704011969,0.0,1500,1600,1600,1700,1800,1900,2100,2300,2800,2900,2900
GET,/product/0PUK6V6EV0,2727,0,1900,1912.0071317921493,263.04730004630983,3976.018500048667,7922.383571690502,4.553604733783466,0.0,1900,2000,2100,2100,2200,2300,2500,2600,2900,4000,4000
GET,/product/1YMWWN1N4O,2720,0,1900,1928.9478427233169,63.59959999099374,3768.5779999010265,7936.983455882353,4.541915979424653,0.0,1900,2000,2100,2100,2300,2400,2500,2700,3100,3800,3800
GET,/product/2ZYFJ3GM2N,2479,0,1900,1917.2864620012733,601.6907000448555,3086.9309999980032,7936.400968132311,4.139488865071218,0.0,1900,2000,2100,2100,2300,2300,2500,2600,3000,3100,3100
GET,/product/66VCHSJNUP,2612,0,1900,1915.8188304406588,74.09790018573403,3677.725899964571,7908.20482388974,4.361575197888674,0.0,1900,2000,2100,2100,2200,2300,2500,2600,3300,3700,3700
GET,/product/L9ECAV7KIM,2759,0,1900,1922.5170722002742,206.17600018158555,3208.755800034851,7904.064153678869,4.607039039423756,0.0,1900,2000,2100,2100,2300,2400,2500,2700,3000,3200,3200
GET,/product/OLJCESPC7Z,2602,0,1900,1919.8997260575475,128.77069995738566,3570.2432999387383,7936.892006149116,4.344876977376083,0.0,1900,2000,2100,2100,2200,2400,2500,2600,3300,3600,3600
,Aggregated,45198,0,2200,2241.38456804758,63.59959999099374,5417.022300185636,10422.939665471924,75.47261707280715,0.0,2200,2400,2600,2600,2900,3200,3500,3800,4300,5100,5400
