Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,19035,0,2600,2620.9882767690883,124.8325000051409,4275.69009992294,10551.099658523772,31.76929838380542,0.0,2600,2700,2800,2900,3100,3200,3400,3500,3900,4200,4300
POST,/cart,7005,0,3100,3150.389792362918,230.57530005462468,6152.536100009456,17996.097073518915,11.691302084505226,0.0,3100,3300,3500,3600,3900,4100,4400,4600,5100,6200,6200
POST,/cart/checkout,4043,0,1600,1611.405468685161,294.68640009872615,3270.9138998761773,6804.76774672273,6.747742230928569,0.0,1600,1700,1800,1800,2000,2200,2400,2600,3000,3300,3300
GET,/product/0PUK6V6EV0,2774,0,2000,2078.8496813228053,285.888799931854,4201.028800103813,7916.286589762077,4.629789005341541,0.0,2000,2200,2300,2300,2500,2700,2900,3100,3700,4200,4200
GET,/product/1YMWWN1N4O,2840,0,2100,2076.5397301397097,57.26120015606284,3951.07279997319,7923.621830985915,4.73994260099855,0.0,2100,2200,2300,2300,2500,2600,2900,3000,3400,4000,4000
GET,/product/2ZYFJ3GM2N,2601,0,2000,2068.474611380685,485.9855999238789,4199.068200075999,7928.936178392926,4.341053065210292,0.0,2000,2200,2200,2300,2500,2600,2800,3000,3700,4200,4200
GET,/product/66VCHSJNUP,2670,0,2100,2081.2153328088903,126.60579988732934,4110.214599873871,7897.231086142322,4.456213642488073,0.0,2100,2200,2300,2300,2500,2600,2800,3000,3700,4100,4100
GET,/product/L9ECAV7KIM,2836,0,2000,2074.336655043546,230.0598998554051,3995.219900039956,7901.576516220028,4.733266625504186,0.0,2000,2200,2200,2300,2500,2700,2900,3000,3500,4000,4000
GET,/product/OLJCESPC7Z,2676,0,2100,2080.9013757465605,180.7738000061363,4110.515599837527,7933.867713004484,4.466227605729619,0.0,2100,2200,2300,2300,2500,2700,2900,3100,3500,4100,4100
,Aggregated,46480,0,2400,2420.9609453804883,57.26120015606284,6152.536100009456,10417.944363166953,77.57483524451148,0.0,2400,2600,2800,2900,3200,3500,3800,4100,4700,5100,6200
