Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,16840,0,1300,1281.1467992584978,98.1336000841111,2389.2624999862164,10553.760866983373,28.104200677696912,0.0,1300,1300,1400,1400,1500,1600,1700,1800,2200,2300,2400
POST,/cart,6174,0,1500,1559.309064609555,344.20459996908903,4074.7635001316667,18024.566407515387,10.303760984804082,0.0,1500,1600,1700,1800,2000,2100,2300,2500,3100,4100,4100
POST,/cart/checkout,3616,0,790,806.5562386334739,320.6313999835402,2425.564399920404,6804.188053097345,6.034726226279812,0.0,790,810,890,890,970,1100,1200,1500,2200,2400,2400
GET,/product/0PUK6V6EV0,2661,0,990,1008.7988364155174,305.57409999892116,2114.31820015423,8003.795565576851,4.440930997823722,0.0,990,1000,1100,1100,1200,1300,1500,1700,2100,2100,2100
GET,/product/1YMWWN1N4O,2333,0,1000,1006.595511615266,58.709500124678016,2110.7840000186116,8023.572224603515,3.8935332649089607,0.0,1000,1000,1100,1100,1200,1300,1400,1600,1900,2100,2100
GET,/product/2ZYFJ3GM2N,2268,0,1000,1014.4682153893102,380.58719993568957,2306.459400104359,8017.496913580247,3.7850550556423155,0.0,1000,1100,1100,1100,1200,1300,1500,1800,2100,2300,2300
GET,/product/66VCHSJNUP,2375,0,1000,1008.0016391564553,113.87050012126565,2380.992199992761,7981.706526315789,3.9636268770504848,0.0,1000,1100,1100,1100,1200,1300,1400,1600,2100,2400,2400
GET,/product/L9ECAV7KIM,2459,0,1000,1007.2761606746976,237.80150013044477,2103.154399897903,7989.910126067507,4.103814101333533,0.0,1000,1100,1100,1100,1200,1300,1400,1600,2100,2100,2100
GET,/product/OLJCESPC7Z,2337,0,1000,1011.3659502354968,181.32880004122853,2212.4843997880816,8022.337612323492,3.900208847017677,0.0,1000,1100,1100,1100,1200,1300,1400,1600,2000,2200,2200
,Aggregated,41063,0,1200,1185.6480716438286,58.709500124678016,4074.7635001316667,10451.395952560699,68.5298570325575,0.0,1200,1300,1400,1400,1500,1700,1900,2100,2600,3300,4100
