Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,17032,0,1400,1414.5669339070378,136.245499830693,2409.472399856895,10553.050140911226,28.432197829474166,0.0,1400,1500,1500,1600,1600,1700,1800,1900,2200,2300,2400
POST,/cart,6257,0,1700,1727.0433551394683,321.4796001557261,3917.1154000796378,17979.075435512226,10.445059994071153,0.0,1700,1800,1900,2000,2200,2300,2600,2800,3500,3900,3900
POST,/cart/checkout,3698,0,890,895.1877948082329,231.68660001829267,2599.1126999724656,6804.433477555435,6.173219091909082,0.0,890,900,980,990,1100,1200,1500,1700,2400,2600,2600
GET,/product/0PUK6V6EV0,2662,0,1100,1118.8499257685708,292.9955997969955,2238.3296999614686,7996.904583020286,4.443782915809079,0.0,1100,1200,1200,1200,1300,1400,1600,1700,2200,2200,2200
GET,/product/1YMWWN1N4O,2350,0,1100,1124.0164602977877,72.26569997146726,2410.8577000442892,8016.442978723404,3.922948855053094,0.0,1100,1200,1200,1200,1300,1400,1600,1900,2300,2400,2400
GET,/product/2ZYFJ3GM2N,2255,0,1100,1124.3118107318878,369.19690016657114,2512.861399911344,8011.8634146341465,3.7643615609126497,0.0,1100,1200,1200,1200,1300,1400,1700,1800,2300,2500,2500
GET,/product/66VCHSJNUP,2359,0,1100,1123.2126406088967,121.96080014109612,2318.2988001499325,7977.710046629928,3.937972914497978,0.0,1100,1200,1200,1200,1300,1400,1600,1800,2200,2300,2300
GET,/product/L9ECAV7KIM,2520,0,1100,1119.9185853964457,153.5238998476416,2406.156999990344,7986.017063492063,4.206736644567573,0.0,1100,1200,1200,1200,1300,1400,1600,1800,2400,2400,2400
GET,/product/OLJCESPC7Z,2438,0,1100,1119.2677605020874,187.27679993025959,2406.7520000971854,8019.219031993437,4.069850769625295,0.0,1100,1200,1200,1200,1300,1400,1600,1800,2200,2400,2400
,Aggregated,41571,0,1300,1312.578175372468,72.26569997146726,3917.1154000796378,10442.029539823434,69.39613057592007,0.0,1300,1400,1500,1500,1700,1900,2100,2300,2900,3600,3900
