Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780189827,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1780189828,20,,Aggregated,0.000000,0.000000,150,220,240,250,290,290,290,290,290,290,290,9,0,150,178.55629997534885,91.4775999262929,285.2455999236554,9657.888888888889
1780189829,40,,Aggregated,0.000000,0.000000,350,380,390,410,470,500,540,540,540,540,540,34,0,320,325.7987058776266,91.4775999262929,541.2645000033081,10022.117647058823
1780189830,40,,Aggregated,0.000000,0.000000,400,490,520,540,600,680,690,720,720,720,720,60,0,390,412.53188667275634,91.4775999262929,723.8840002100915,10326.133333333333
1780189831,40,,Aggregated,14.500000,0.000000,540,770,910,990,1100,1200,1200,1200,1200,1200,1200,103,0,540,636.146421365675,91.4775999262929,1206.9101999513805,10896.417475728156
1780189832,40,,Aggregated,20.000000,0.000000,600,720,800,890,1100,1100,1200,1200,1200,1200,1200,154,0,600,641.2435331179264,91.4775999262929,1206.9101999513805,10534.441558441558
1780189833,40,,Aggregated,24.750000,0.000000,630,790,890,910,1000,1100,1200,1200,1200,1200,1200,201,0,630,674.6825487538246,91.4775999262929,1206.9101999513805,10622.33830845771
1780189834,40,,Aggregated,30.600000,0.000000,680,780,870,900,1000,1100,1200,1200,1200,1200,1200,251,0,680,678.6154788822322,91.4775999262929,1206.9101999513805,10502.812749003984
1780189835,40,,Aggregated,32.000000,0.000000,690,790,840,890,990,1100,1200,1200,1200,1200,1200,302,0,690,690.578683110614,91.4775999262929,1206.9101999513805,10478.261589403974
1780189836,40,,Aggregated,34.714286,0.000000,690,790,820,890,990,1100,1200,1200,1200,1200,1200,346,0,690,693.5432751412702,91.4775999262929,1206.9101999513805,10490.64739884393
1780189837,40,,Aggregated,37.500000,0.000000,680,760,810,880,970,1100,1100,1200,1200,1200,1200,409,0,680,683.4246041566306,91.4775999262929,1206.9101999513805,10448.713936430318
1780189838,40,,Aggregated,37.666667,0.000000,680,770,800,870,940,1100,1100,1200,1200,1200,1200,455,0,680,683.6610397804978,91.4775999262929,1206.9101999513805,10520.72087912088
1780189839,40,,Aggregated,39.400000,0.000000,680,730,800,820,910,1000,1100,1200,1200,1200,1200,506,0,680,677.6757501990612,91.4775999262929,1206.9101999513805,10455.737154150198
1780189840,40,,Aggregated,44.200000,0.000000,690,750,800,820,920,1100,1100,1200,1200,1200,1200,556,0,690,682.1871951449388,91.4775999262929,1206.9101999513805,10463.226618705035
1780189841,40,,Aggregated,46.700000,0.000000,680,750,800,820,910,1000,1100,1200,1200,1200,1200,614,0,680,678.9173609114491,91.4775999262929,1206.9101999513805,10440.843648208469
1780189842,40,,Aggregated,48.900000,0.000000,680,730,800,810,910,1000,1100,1200,1200,1200,1200,663,0,680,679.3184304654845,91.4775999262929,1206.9101999513805,10480.463046757164
1780189843,40,,Aggregated,50.100000,0.000000,680,730,800,810,910,1000,1100,1200,1200,1200,1200,716,0,680,677.638174021973,91.4775999262929,1206.9101999513805,10478.641061452514
1780189844,40,,Aggregated,49.800000,0.000000,680,720,790,810,900,990,1100,1200,1200,1200,1200,767,0,680,675.805395042871,91.4775999262929,1206.9101999513805,10449.0
1780189845,40,,Aggregated,50.800000,0.000000,690,730,800,810,910,1000,1100,1200,1200,1200,1200,817,0,690,680.9297615646258,91.4775999262929,1206.9101999513805,10425.716034271725
1780189846,40,,Aggregated,51.400000,0.000000,690,730,790,810,910,1000,1100,1200,1200,1200,1200,868,0,690,680.1967663577251,91.4775999262929,1206.9101999513805,10453.008064516129
1780189847,40,,Aggregated,50.600000,0.000000,680,720,790,810,900,1000,1100,1200,1200,1200,1200,918,0,680,678.7821485824306,91.4775999262929,1206.9101999513805,10438.257080610021
1780189848,40,,Aggregated,51.600000,0.000000,690,730,800,810,910,1000,1100,1200,1300,1300,1300,961,0,690,685.6390899052101,91.4775999262929,1287.9697000607848,10470.515088449532
1780189849,40,,Aggregated,51.700000,0.000000,690,730,800,810,910,1000,1100,1200,1300,1300,1300,1008,0,690,685.6484285692984,91.4775999262929,1305.9757999144495,10466.60615079365
1780189850,40,,Aggregated,50.200000,0.000000,690,730,800,810,910,1000,1100,1200,1300,1300,1300,1056,0,690,689.080427364388,91.4775999262929,1305.9757999144495,10464.341856060606
1780189851,40,,Aggregated,50.600000,0.000000,690,730,800,810,910,1000,1100,1200,1300,1300,1300,1111,0,690,687.7408732639577,91.4775999262929,1305.9757999144495,10456.544554455446
1780189852,40,,Aggregated,49.800000,0.000000,690,730,800,810,910,1000,1100,1200,1300,1300,1300,1156,0,690,688.7659900489418,91.4775999262929,1305.9757999144495,10494.631487889274
1780189853,40,,Aggregated,49.900000,0.000000,690,750,800,820,970,1100,1200,1300,1500,1500,1500,1203,0,690,697.4764453008746,91.4775999262929,1520.827000029385,10527.991687448046
1780189854,40,,Aggregated,50.400000,0.000000,690,730,800,810,930,1100,1200,1300,1500,1500,1500,1260,0,690,693.2902015869447,91.4775999262929,1520.827000029385,10508.165079365079
1780189855,40,,Aggregated,48.800000,0.000000,680,720,790,810,910,1000,1200,1200,1500,1500,1500,1310,0,680,688.9668241987459,91.4775999262929,1520.827000029385,10478.954198473282
1780189856,40,,Aggregated,48.600000,0.000000,690,720,800,810,910,1000,1200,1200,1500,1500,1500,1365,0,690,690.0401673992693,91.4775999262929,1520.827000029385,10504.910622710622
1780189857,40,,Aggregated,49.800000,0.000000,690,720,800,810,920,1000,1200,1200,1500,1500,1500,1411,0,690,689.9811807225514,91.4775999262929,1520.827000029385,10546.270021261516
1780189858,40,,Aggregated,49.600000,0.000000,690,720,800,810,920,1000,1200,1200,1500,1500,1500,1464,0,690,689.0734489064071,91.4775999262929,1520.827000029385,10553.705601092895
1780189859,40,,Aggregated,48.700000,0.000000,680,720,800,810,950,1100,1200,1200,1500,1500,1500,1518,0,680,688.8022534915814,91.4775999262929,1520.827000029385,10568.609354413702
1780189860,40,,Aggregated,49.400000,0.000000,680,720,800,810,940,1100,1200,1200,1500,1500,1500,1568,0,680,688.7315028066134,91.4775999262929,1520.827000029385,10566.923469387755
1780189861,40,,Aggregated,50.300000,0.000000,680,720,790,810,920,1100,1200,1200,1500,1500,1500,1626,0,680,686.5920433576986,91.4775999262929,1520.827000029385,10569.869003690037
1780189862,40,,Aggregated,50.700000,0.000000,680,710,790,810,910,1000,1200,1200,1500,1500,1500,1683,0,680,682.7763180032348,91.4775999262929,1520.827000029385,10559.183006535948
1780189863,40,,Aggregated,51.600000,0.000000,680,710,790,810,910,1000,1200,1200,1500,1500,1500,1734,0,680,683.0799846598156,91.4775999262929,1520.827000029385,10545.245098039215
1780189864,40,,Aggregated,51.000000,0.000000,680,710,790,810,910,1000,1200,1200,1500,1500,1500,1794,0,680,681.0321959307669,91.4775999262929,1520.827000029385,10541.635451505017
1780189865,40,,Aggregated,53.000000,0.000000,680,720,790,810,940,1100,1200,1200,1500,1500,1500,1824,0,680,686.0570417211101,91.4775999262929,1520.827000029385,10539.341557017544
1780189866,40,,Aggregated,52.800000,0.000000,680,720,800,810,980,1100,1200,1300,1900,2100,2100,1867,0,680,691.5739967322389,91.4775999262929,2100.283900042996,10569.783610069631
1780189867,40,,Aggregated,49.400000,0.000000,680,710,790,810,970,1100,1200,1300,1900,2100,2100,1928,0,680,687.8120456942979,91.4775999262929,2100.283900042996,10583.367219917012
1780189868,40,,Aggregated,49.700000,0.000000,680,710,790,810,970,1100,1200,1300,1900,2100,2100,1970,0,680,687.6427803547855,91.4775999262929,2100.283900042996,10581.443654822335
1780189869,40,,Aggregated,51.000000,0.000000,680,720,790,810,980,1100,1200,1300,1700,2100,2100,2024,0,680,689.7070916494255,91.4775999262929,2100.283900042996,10583.494565217392
1780189870,40,,Aggregated,50.800000,0.000000,680,720,790,810,970,1100,1200,1300,1700,2100,2100,2076,0,680,689.3370092474328,91.4775999262929,2100.283900042996,10584.628612716762
1780189871,40,,Aggregated,49.900000,0.000000,680,720,790,810,970,1100,1200,1300,1700,2100,2100,2130,0,680,689.1430894821278,91.4775999262929,2100.283900042996,10589.439906103287
1780189872,40,,Aggregated,50.200000,0.000000,680,710,790,810,950,1100,1200,1300,1700,2100,2100,2180,0,680,688.4069266043381,91.4775999262929,2100.283900042996,10578.911926605504
1780189873,40,,Aggregated,49.300000,0.000000,680,720,790,810,940,1100,1200,1300,1700,2100,2100,2225,0,680,688.7352250324918,91.4775999262929,2100.283900042996,10579.15775280899
1780189874,40,,Aggregated,49.500000,0.000000,680,720,790,810,940,1100,1200,1300,1700,2100,2100,2281,0,680,690.255295965516,91.4775999262929,2100.283900042996,10563.251205611574
1780189875,40,,Aggregated,49.000000,0.000000,680,720,790,810,930,1100,1200,1300,1700,2100,2100,2329,0,680,690.0115596812687,91.4775999262929,2100.283900042996,10553.157578359811
1780189876,40,,Aggregated,48.200000,0.000000,680,720,790,810,930,1100,1200,1300,1700,2100,2100,2376,0,680,690.4063967582989,91.4775999262929,2100.283900042996,10575.301346801347
1780189877,40,,Aggregated,50.500000,0.000000,680,720,790,810,920,1100,1200,1300,1700,2100,2100,2429,0,680,689.2139020162343,91.4775999262929,2100.283900042996,10579.589954713874
1780189878,40,,Aggregated,50.700000,0.000000,680,720,790,810,920,1100,1200,1300,1700,2100,2100,2474,0,680,689.1469750593837,91.4775999262929,2100.283900042996,10579.035974130962
1780189879,40,,Aggregated,50.200000,0.000000,690,720,800,810,930,1100,1200,1300,1700,2100,2100,2525,0,690,690.7996859790592,91.4775999262929,2100.283900042996,10560.100198019802
1780189880,40,,Aggregated,50.500000,0.000000,690,720,800,810,920,1100,1200,1300,1800,2100,2100,2579,0,690,691.1576119412788,91.4775999262929,2100.283900042996,10563.966265994572
1780189881,40,,Aggregated,49.800000,0.000000,690,720,800,810,920,1100,1200,1300,1800,2100,2100,2625,0,690,690.9528557701657,91.4775999262929,2100.283900042996,10575.587047619048
1780189882,40,,Aggregated,49.300000,0.000000,690,720,800,810,920,1100,1200,1300,1800,2100,2100,2672,0,690,692.2880724541429,91.4775999262929,2100.283900042996,10595.696107784432
1780189883,40,,Aggregated,49.900000,0.000000,690,720,800,810,920,1100,1200,1300,1800,2100,2100,2726,0,690,691.6405800068054,91.4775999262929,2100.283900042996,10599.548422597212
1780189884,40,,Aggregated,48.700000,0.000000,690,720,800,810,910,1100,1200,1300,1800,2100,2100,2781,0,690,691.1058478600405,91.4775999262929,2100.283900042996,10605.495864796836
