Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18608,0,2700,2704.374524457406,100.98069999366999,5201.437900075689,10551.155470765263,31.103699618220098,0.0,2700,2800,2900,3000,3200,3400,3600,3800,4500,5200,5200
POST,/cart,6903,0,3200,3203.538957873231,340.9045999869704,5460.503800073639,17996.04230044908,11.538523133306823,0.0,3200,3400,3600,3700,4000,4200,4500,4700,5200,5500,5500
POST,/cart/checkout,3967,0,1600,1629.1042182771553,340.81259998492897,3026.427899952978,6804.594151751953,6.63093166302016,0.0,1600,1700,1800,1900,2000,2100,2300,2400,2800,3000,3000
GET,/product/0PUK6V6EV0,2740,0,2100,2076.8651387976297,277.918100124225,3506.173799978569,7911.22299270073,4.57997296613946,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3400,3500,3500
GET,/product/1YMWWN1N4O,2787,0,2100,2087.75327003711,74.70229989849031,3790.1180998887867,7923.303552206674,4.6585345462155745,0.0,2100,2200,2300,2300,2500,2600,2800,3000,3500,3800,3800
GET,/product/2ZYFJ3GM2N,2548,0,2100,2087.181781198858,510.72270004078746,3506.1846000608057,7924.9270015698585,4.259040553913629,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3400,3500,3500
GET,/product/66VCHSJNUP,2625,0,2100,2076.3141380961806,68.98640003055334,3512.721699895337,7893.837714285714,4.38774782340003,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3400,3500,3500
GET,/product/L9ECAV7KIM,2785,0,2100,2080.352352819902,179.58540003746748,3805.9746001381427,7891.065709156194,4.655191500254889,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3500,3800,3800
GET,/product/OLJCESPC7Z,2634,0,2100,2069.43072657767,127.78300000354648,3484.3214000575244,7926.349658314351,4.402791530223116,0.0,2100,2200,2200,2300,2500,2600,2800,2900,3400,3500,3500
,Aggregated,45597,0,2400,2465.5567577365578,68.98640003055334,5460.503800073639,10419.195670767813,76.21643333469378,0.0,2400,2700,2800,2900,3200,3500,3900,4200,4900,5300,5500
