Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,16620,0,1400,1450.7658498139947,152.78959996066988,2727.4569999426603,10552.917388688327,27.752486244878565,0.0,1400,1500,1600,1600,1700,1800,1900,2100,2400,2700,2700
POST,/cart,6143,0,1700,1760.6019931302235,260.8753000386059,4717.721599852666,17978.02116229855,10.257733032628702,0.0,1700,1800,2000,2000,2200,2400,2600,2800,3600,4700,4700
POST,/cart/checkout,3631,0,890,895.2935562661819,252.24839989095926,2692.2063999809325,6804.474800330488,6.063133426904577,0.0,890,910,990,1000,1100,1200,1300,1600,2200,2700,2700
GET,/product/0PUK6V6EV0,2590,0,1100,1152.3789888415954,263.06400005705655,3708.31730007194,7994.134362934363,4.3248459310611,0.0,1100,1200,1200,1300,1400,1500,1700,1900,3100,3700,3700
GET,/product/1YMWWN1N4O,2315,0,1100,1156.512961123183,88.63320015370846,2818.7300998251885,8009.661339092872,3.865644143014072,0.0,1100,1200,1200,1300,1400,1500,1700,2000,2800,2800,2800
GET,/product/2ZYFJ3GM2N,2211,0,1100,1153.4947459080497,290.022199973464,3200.04770020023,8009.726368159204,3.6919823758981054,0.0,1100,1200,1200,1300,1400,1500,1700,2000,2800,3200,3200
GET,/product/66VCHSJNUP,2309,0,1100,1154.8824803351117,163.57269999571145,3431.9756999611855,7973.504980511044,3.855625194911228,0.0,1100,1200,1200,1300,1400,1500,1700,2000,2600,3400,3400
GET,/product/L9ECAV7KIM,2468,0,1100,1152.2718048625252,262.7403999213129,3501.3426998630166,7985.028363047001,4.1211273196366,0.0,1100,1200,1200,1300,1400,1500,1800,2000,2900,3500,3500
GET,/product/OLJCESPC7Z,2387,0,1100,1151.746147339828,149.08079989254475,3126.598499948159,8013.978634268957,3.985871520248203,0.0,1100,1200,1200,1300,1400,1400,1600,1900,2700,3100,3100
,Aggregated,40674,0,1300,1343.6084932636925,88.63320015370846,4717.721599852666,10442.529330776417,67.91844918918116,0.0,1300,1500,1500,1600,1700,1900,2200,2400,3000,3900,4700
