Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18321,0,2200,2164.797228781959,102.86769992671907,3606.009399984032,10552.139129960155,30.574898954913817,0.0,2200,2300,2300,2400,2500,2600,2800,2900,3200,3500,3600
POST,/cart,6775,0,2500,2604.762766066576,437.8691001329571,4875.850300071761,18015.509815498153,11.306421069785552,0.0,2500,2800,2900,3000,3200,3400,3600,3800,4300,4900,4900
POST,/cart/checkout,3915,0,1300,1321.8569568313758,313.21350019425154,2987.506200093776,6805.159642401021,6.533525976119622,0.0,1300,1400,1400,1500,1600,1700,1900,2000,2400,3000,3000
GET,/product/0PUK6V6EV0,2708,0,1700,1702.7149416915206,372.41609999909997,3180.7367999572307,7945.415066469719,4.519230739037531,0.0,1700,1800,1800,1900,2000,2100,2300,2300,2600,3200,3200
GET,/product/1YMWWN1N4O,2727,0,1700,1708.616138248833,269.31459992192686,3280.049900058657,7961.9163916391635,4.550938783366081,0.0,1700,1800,1800,1900,2000,2100,2300,2300,2600,3300,3300
GET,/product/2ZYFJ3GM2N,2469,0,1700,1707.9153586057935,484.8728000652045,3187.2584000229836,7961.447549615229,4.1203769182731405,0.0,1700,1800,1800,1900,2000,2100,2300,2400,2800,3200,3200
GET,/product/66VCHSJNUP,2619,0,1700,1712.019912985663,268.57810001820326,3387.2814001515508,7931.342115311188,4.3707035840248505,0.0,1700,1800,1800,1900,2000,2100,2300,2400,2900,3400,3400
GET,/product/L9ECAV7KIM,2744,0,1700,1710.2544388854124,282.0208000484854,2993.1985000148416,7932.152332361516,4.579309138817941,0.0,1700,1800,1800,1900,2000,2100,2300,2400,2700,3000,3000
GET,/product/OLJCESPC7Z,2598,0,1700,1708.279610467839,386.9872000068426,2709.9421999882907,7963.804849884526,4.335657850819611,0.0,1700,1800,1800,1900,2000,2100,2300,2400,2700,2700,2700
,Aggregated,44876,0,2000,1996.2921785925519,102.86769992671907,4875.850300071761,10431.770656921295,74.89106301515814,0.0,2000,2200,2300,2300,2600,2800,3200,3400,3900,4400,4900
