Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18246,0,1900,1889.9756733373945,134.0026999823749,3205.2208001259714,10551.629124191604,30.452237691857015,0.0,1900,2000,2000,2100,2200,2300,2400,2500,2900,3200,3200
POST,/cart,6643,0,2200,2282.523900768053,332.7959000598639,4628.521700156853,17956.113352401022,11.08704455699913,0.0,2200,2400,2500,2600,2800,3000,3200,3300,4100,4600,4600
POST,/cart/checkout,3970,0,1100,1153.8262396737093,296.5206000953913,2240.8992000855505,6804.731989924433,6.625856825423235,0.0,1100,1200,1300,1300,1400,1500,1600,1600,2000,2200,2200
GET,/product/0PUK6V6EV0,2708,0,1500,1501.6304066105838,228.4070998430252,3318.583599990234,7964.097858197932,4.5196020864599795,0.0,1500,1600,1600,1600,1800,1900,2000,2100,3000,3300,3300
GET,/product/1YMWWN1N4O,2679,0,1500,1501.087757706042,146.22090011835098,3394.2946998868138,7978.781261664801,4.471201620984596,0.0,1500,1600,1600,1700,1800,1800,1900,2100,3000,3400,3400
GET,/product/2ZYFJ3GM2N,2459,0,1500,1500.2378879627988,466.55570017173886,3102.839699946344,7979.493289955266,4.104025675998925,0.0,1500,1600,1600,1600,1700,1800,2000,2100,2800,3100,3100
GET,/product/66VCHSJNUP,2622,0,1500,1497.397224216624,145.19020006991923,3416.7194000910968,7945.337909992372,4.376069671601945,0.0,1500,1600,1600,1700,1700,1800,2000,2100,2900,3400,3400
GET,/product/L9ECAV7KIM,2722,0,1500,1501.5137081533503,203.0064999125898,3207.1688000578433,7948.466936076415,4.542967828413613,0.0,1500,1600,1600,1600,1700,1900,2000,2100,3000,3200,3200
GET,/product/OLJCESPC7Z,2557,0,1500,1510.3915260045173,114.79280004277825,3410.418099956587,7982.891278842393,4.2675858696743605,0.0,1500,1600,1600,1700,1700,1800,2000,2100,3000,3400,3400
,Aggregated,44606,0,1700,1745.959596422019,114.79280004277825,4628.521700156853,10408.161099403667,74.4465918274128,0.0,1700,1900,2000,2000,2200,2500,2800,3000,3400,4100,4600
