Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18789,0,2700,2671.988215173983,87.25019986741245,5107.0915998425335,10551.104050242164,31.404313488881062,0.0,2700,2800,2900,2900,3100,3300,3500,3700,4100,4500,5100
POST,/cart,6959,0,3100,3189.687424054843,254.43390011787415,6299.002300016582,17996.540738611868,11.631412931455815,0.0,3100,3400,3600,3700,4000,4200,4500,4700,5400,6300,6300
POST,/cart/checkout,4008,0,1600,1608.3897705110414,244.00420021265745,3096.019000047818,6804.728293413174,6.699052023175012,0.0,1600,1700,1800,1800,2000,2100,2300,2400,2700,3100,3100
GET,/product/0PUK6V6EV0,2759,0,2000,2065.923408046922,211.87390014529228,3498.384099919349,7912.351214208046,4.61144823651194,0.0,2000,2200,2200,2300,2400,2600,2800,2900,3400,3500,3500
GET,/product/1YMWWN1N4O,2803,0,2100,2078.021985905403,56.954799918457866,3493.9737000968307,7925.937923653229,4.684990723792305,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3200,3500,3500
GET,/product/2ZYFJ3GM2N,2567,0,2100,2075.1084436728343,414.23490014858544,3590.2963001281023,7923.639267627581,4.290535564743077,0.0,2100,2200,2300,2300,2500,2600,2800,2900,3500,3600,3600
GET,/product/66VCHSJNUP,2645,0,2100,2068.9262036646105,65.11819991283119,3513.9617000240833,7900.322495274102,4.420906337649178,0.0,2100,2200,2200,2300,2500,2600,2800,2900,3200,3500,3500
GET,/product/L9ECAV7KIM,2800,0,2100,2065.1366554263013,276.4888999518007,3323.4375999309123,7899.840714285714,4.679976463295916,0.0,2100,2200,2200,2300,2400,2600,2800,2900,3100,3300,3300
GET,/product/OLJCESPC7Z,2650,0,2100,2070.4005440357055,182.70620005205274,3207.9105998855084,7931.04641509434,4.429263438476492,0.0,2100,2200,2300,2300,2400,2600,2700,2900,3100,3200,3200
,Aggregated,45980,0,2400,2445.412856217789,56.954799918457866,6299.002300016582,10421.39441061331,76.8518992079808,0.0,2400,2700,2800,2900,3200,3500,3900,4100,4800,5500,6300
